Record_ID,Record_Type,Timestamp_Start,Latitude,Longitude,Severity,Resolution_Status,Resolution_Time_Minutes,Alert_Type,Incident_Type,Distance_km,Incident_Description,Traffic_Incident_Nearby,Node_ID/DevEUI,Feeder_ID,Network_Operator,Time_Zone,,,,,,,,
UTIL-1365,Utility Alert,10/21/2025 3:02,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1145,Traffic Incident,12/4/2025 7:30,39.28,-76.545,Low,Resolved,25,Congestion,0.05,Morning commute volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1366,Utility Alert,10/21/2025 3:02,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1367,Utility Alert,10/21/2025 3:03,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1146,Traffic Incident,12/4/2025 14:00,39.295,-76.68,Medium,Resolved,50,Disabled Vehicle,0.1,Vehicle towed from restricted zone,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1368,Utility Alert,10/21/2025 3:03,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1369,Utility Alert,10/21/2025 3:03,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1370,Utility Alert,10/21/2025 3:04,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1147,Traffic Incident,12/4/2025 18:00,39.27,-76.65,Medium,Resolved,45,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1371,Utility Alert,10/21/2025 3:04,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1372,Utility Alert,10/21/2025 3:05,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1148,Traffic Incident,12/5/2025 7:45,39.32,-76.62,Low,Resolved,30,Congestion,0.05,Morning commute bottleneck,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1373,Utility Alert,10/21/2025 3:05,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1374,Utility Alert,10/21/2025 3:05,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1375,Utility Alert,10/21/2025 3:06,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1149,Traffic Incident,12/5/2025 14:00,39.2904,-76.6122,Critical,Open,0,Accident,0.01,"Police barricade, full investigation",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1376,Utility Alert,10/21/2025 3:06,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1377,Utility Alert,10/21/2025 3:07,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1150,Traffic Incident,12/5/2025 19:30,39.2805,-76.545,Low,Resolved,25,Congestion,0.1,Friday night leisure traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1378,Utility Alert,10/21/2025 3:07,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1379,Utility Alert,10/21/2025 3:07,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1380,Utility Alert,10/21/2025 3:08,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1151,Traffic Incident,12/6/2025 11:30,39.27,-76.65,Medium,Resolved,60,Disabled Vehicle,0.05,Vehicle towed for illegal parking,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1381,Utility Alert,10/21/2025 3:08,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1382,Utility Alert,10/21/2025 3:09,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1152,Traffic Incident,12/6/2025 16:45,39.2904,-76.6122,Low,Resolved,20,Congestion,0.01,Saturday afternoon high volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1383,Utility Alert,10/21/2025 3:09,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1384,Utility Alert,10/21/2025 3:09,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1385,Utility Alert,10/21/2025 3:10,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1153,Traffic Incident,12/7/2025 10:00,39.28,-76.545,Medium,Open,0,Road Work,0.05,Planned lane closure for utility access,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1386,Utility Alert,10/21/2025 3:10,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1387,Utility Alert,10/21/2025 3:11,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1154,Traffic Incident,12/7/2025 15:30,39.295,-76.68,Low,Resolved,25,Congestion,0.01,Event exit traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1388,Utility Alert,10/21/2025 3:11,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1389,Utility Alert,10/21/2025 3:11,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1390,Utility Alert,10/21/2025 3:12,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1155,Traffic Incident,12/8/2025 7:15,39.2705,-76.6505,Medium,Resolved,45,Disabled Vehicle,0.1,Vehicle towed for illegal parking,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1391,Utility Alert,10/21/2025 3:12,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1392,Utility Alert,10/21/2025 3:13,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1156,Traffic Incident,12/8/2025 14:00,39.32,-76.62,Critical,Open,0,Accident,0.05,"Semi-truck jackknifed, blocking highway",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1393,Utility Alert,10/21/2025 3:13,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1394,Utility Alert,10/21/2025 3:13,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1395,Utility Alert,10/21/2025 3:14,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1157,Traffic Incident,12/8/2025 18:30,39.2904,-76.6122,Low,Resolved,25,Congestion,0.01,Evening commute bottleneck,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1396,Utility Alert,10/21/2025 3:14,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1397,Utility Alert,10/21/2025 3:15,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1158,Traffic Incident,12/9/2025 7:45,39.28,-76.545,Medium,Resolved,40,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1398,Utility Alert,10/21/2025 3:15,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1399,Utility Alert,10/21/2025 3:15,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1400,Utility Alert,10/21/2025 3:16,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1159,Traffic Incident,12/9/2025 16:30,39.2955,-76.6805,Critical,Open,0,Accident,0.1,"Three-car crash, blocking all lanes",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1401,Utility Alert,10/21/2025 3:16,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1402,Utility Alert,10/21/2025 3:17,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1160,Traffic Incident,12/10/2025 9:00,39.27,-76.65,Medium,Resolved,60,Disabled Vehicle,0.05,Vehicle towed for illegal parking,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1403,Utility Alert,10/21/2025 3:17,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1404,Utility Alert,10/21/2025 3:17,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1405,Utility Alert,10/21/2025 3:18,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1161,Traffic Incident,12/10/2025 15:30,39.3205,-76.6205,Low,Resolved,25,Congestion,0.1,Afternoon slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1406,Utility Alert,10/21/2025 3:18,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1407,Utility Alert,10/21/2025 3:19,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1162,Traffic Incident,12/11/2025 7:00,39.2904,-76.6122,Medium,In Progress,0,Road Work,0.01,Emergency road closure for sinkhole,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1408,Utility Alert,10/21/2025 3:19,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1409,Utility Alert,10/21/2025 3:19,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1410,Utility Alert,10/21/2025 3:20,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1163,Traffic Incident,12/11/2025 15:45,39.27,-76.65,Low,Resolved,30,Congestion,0.05,Mid-week traffic slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1411,Utility Alert,10/21/2025 3:20,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1412,Utility Alert,10/21/2025 3:21,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1164,Traffic Incident,12/12/2025 8:00,39.2805,-76.5455,Medium,Resolved,50,Disabled Vehicle,0.1,Vehicle towed from restricted zone,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1413,Utility Alert,10/21/2025 3:21,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1414,Utility Alert,10/21/2025 3:21,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1415,Utility Alert,10/21/2025 3:22,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1165,Traffic Incident,12/12/2025 17:30,39.2904,-76.6122,High,Resolved,120,Accident,0.01,"Police barricade, full investigation",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1416,Utility Alert,10/21/2025 3:22,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1417,Utility Alert,10/21/2025 3:23,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1166,Traffic Incident,12/13/2025 14:00,39.295,-76.68,Medium,Open,0,Road Work,0.05,Planned city electrical upgrade,TRUE,,,Baltimore Gas and Electric (BGE),America/New York,,,,,,,,,
UTIL-1418,Utility Alert,10/21/2025 3:23,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1419,Utility Alert,10/21/2025 3:23,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1420,Utility Alert,10/21/2025 3:24,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1167,Traffic Incident,12/13/2025 19:30,39.3205,-76.6205,Low,Resolved,25,Congestion,0.1,Friday night leisure traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1421,Utility Alert,10/21/2025 3:24,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1422,Utility Alert,10/21/2025 3:25,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1168,Traffic Incident,12/14/2025 11:00,39.28,-76.545,Medium,Resolved,50,Disabled Vehicle,0.01,Police responding to roadside inspection,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1423,Utility Alert,10/21/2025 3:25,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1424,Utility Alert,10/21/2025 3:25,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1425,Utility Alert,10/21/2025 3:26,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Communications link tested,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1169,Traffic Incident,12/14/2025 17:30,39.2705,-76.6505,Low,Resolved,30,Congestion,0.05,Sunday evening traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1426,Utility Alert,10/21/2025 3:26,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device stability confirmed,FALSE,09526508A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1427,Utility Alert,10/21/2025 3:27,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1170,Traffic Incident,12/15/2025 7:15,39.295,-76.68,Medium,Resolved,45,Disabled Vehicle,0.1,Vehicle towed for illegal parking,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1428,Utility Alert,10/21/2025 3:27,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Minor pole movement detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1429,Utility Alert,10/21/2025 3:27,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor device anomaly,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1430,Utility Alert,10/21/2025 3:28,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,High voltage transient detected,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1171,Traffic Incident,12/15/2025 14:00,39.28,-76.545,Critical,Open,0,Accident,0.05,"Hit-and-run, police on scene",TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1431,Utility Alert,10/21/2025 3:28,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Device performance stable,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1432,Utility Alert,10/21/2025 3:29,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device restart successful,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1172,Traffic Incident,12/15/2025 18:30,39.3205,-76.6205,Low,Resolved,20,Congestion,0.1,Sunday evening traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1433,Utility Alert,10/21/2025 3:29,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Communications link tested,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1434,Utility Alert,10/21/2025 3:29,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device stability confirmed,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1435,Utility Alert,10/21/2025 3:30,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1173,Traffic Incident,12/16/2025 7:45,39.27,-76.65,Medium,Resolved,50,Disabled Vehicle,0.05,Vehicle towed for mechanical failure,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1436,Utility Alert,10/21/2025 3:30,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Minor pole movement detected,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1437,Utility Alert,10/21/2025 3:31,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Minor device anomaly,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1174,Traffic Incident,12/16/2025 14:00,39.2904,-76.6122,Low,Resolved,25,Congestion,0.01,Mid-day traffic slowdown,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1438,Utility Alert,10/21/2025 3:31,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,High voltage transient detected,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1439,Utility Alert,10/21/2025 3:31,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Device performance stable,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1440,Utility Alert,10/21/2025 3:32,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Device restart successful,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1175,Traffic Incident,12/16/2025 18:30,39.28,-76.545,Low,Resolved,30,Congestion,0.01,Evening commute volume,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1441,Utility Alert,10/21/2025 3:32,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,Communications link tested,FALSE,09526656A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1442,Utility Alert,10/21/2025 3:33,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device stability confirmed,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1176,Traffic Incident,12/17/2025 8:00,39.2955,-76.6805,Medium,Resolved,40,Disabled Vehicle,0.1,Vehicle towed for mechanical failure,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1443,Utility Alert,10/21/2025 3:33,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Sensor reports excessive wind load,FALSE,09526599A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1444,Utility Alert,10/21/2025 3:33,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Minor pole movement detected,FALSE,09525037A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1445,Utility Alert,10/21/2025 3:34,39.32,-76.62,Medium,Resolved,24,Sudden Tilt,,,Minor device anomaly,FALSE,09535395A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1177,Traffic Incident,12/17/2025 14:30,39.27,-76.65,Low,Resolved,20,Congestion,0.05,Holiday shopping traffic,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1446,Utility Alert,10/21/2025 3:34,39.28,-76.545,High,Resolved,20,Sudden Tilt,,,High voltage transient detected,FALSE,09526478A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1447,Utility Alert,10/21/2025 3:35,39.27,-76.65,Medium,Resolved,31,Sudden Tilt,,,Device performance stable,FALSE,09535396A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
TRFC-1178,Traffic Incident,12/17/2025 19:00,39.3205,-76.6205,Medium,Resolved,50,Disabled Vehicle,0.1,Police activity closing one lane,TRUE,,,Maryland DOT (MDOT),America/New York,,,,,,,,,
UTIL-1448,Utility Alert,10/21/2025 3:35,39.2904,-76.6122,High,Resolved,15,Sudden Tilt,,,Device restart successful,FALSE,09526361B,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-1449,Utility Alert,10/21/2025 3:35,39.295,-76.68,Medium,Resolved,12,Sudden Tilt,,,Component status check,FALSE,09526590A,58.02.43,Maryland DOT (MDOT),America/New York,,,,,,,,
UTIL-,,,,,,,,,,,,,,,,,,,,,,,,
